"product title"                      ,"product description"                                                                                                                                                                                                                                                        ,"URL"                                 ,"image url"                         ,"EAN"       ,"SKU"   ,"category"  ,"item 1 - Merchant name","item 1 - price","item 1 - shipping time"                ,"item 1 - shipping cost","item 1 - return in day","item 1 - free return","item 2 - Merchant name","item 2 - price","item 2 - shipping time"                ,"item 2 - shipping cost","item 2 - return in day","item 2 - free return","item 3 - Merchant name","item 3 - price","item 3 - shipping time"                ,"item 3 - shipping cost","item 3 - return in day","item 3 - free return"
"nullam mnesarchum mucius"           ,"nibh his adipisci legimus aptent contentiones te delicata utamur contentiones postulant vehicula alia tristique antiopam suavitate his montes cu constituto alia veri ultricies quam necessitatibus vitae"                                                                  ,"http://www.provider.de/product/aRBzv","http://www.provider.de/image/8UTjQ","RTNWDKYMAN","VVsVEA","Category7" ,"Merchant11"            ,"25.63"         ,"Versandfertig in 2 - 3 Wochen"         ,"0.07"                  ,"23"                    ,"false"               ,"Merchant23"            ,"71.29"         ,"Versandfertig in 2 - 3 Wochen"         ,"1.34"                  ,"3"                     ,"true"                ,"Merchant15"            ,"27.06"         ,"Gewöhnlich versandfertig in 24 Stunden","0.57"                  ,"12"                    ,"true"
"suspendisse habitasse"              ,"utroque amet eros intellegat tation sem suscipit an detraxit tamquam recteque scripta porro ceteros facilisi interdum indoctum libris veniam sapientem turpis sanctus eripuit reprehendunt primis"                                                                          ,"http://www.provider.de/product/zQXUe","http://www.provider.de/image/nDTOd","INJEQRCV4M","RgcwAJ","Category8" ,"Merchant22"            ,"110.54"        ,"Versandfertig in 2 - 3 Werktagen"      ,"4.54"                  ,"7"                     ,"true"                ,"Merchant0"             ,"110.25"        ,"Gewöhnlich versandfertig in 24 Stunden","2.87"                  ,"3"                     ,"false"               ,"Merchant10"            ,"25.50"         ,"Versandfertig in 2 - 3 Wochen"         ,"3.58"                  ,"15"                    ,"true"
"dicant noster ante"                 ,"epicuri error animal pertinacia iriure himenaeos eius efficiantur laudem odio natum habitant feugait signiferumque prompta altera usu quaerendum egestas mi doming vivendo mediocritatem veritus"                                                                           ,"http://www.provider.de/product/GrIih","http://www.provider.de/image/iaehi","UDXON7VUBI","B7fQAQ","Category10","Merchant3"             ,"88.31"         ,"Versandfertig in 2 - 3 Werktagen"      ,"1.54"                  ,"16"                    ,"false"               ,"Merchant6"             ,"131.71"        ,"Versandfertig in 2 - 3 Werktagen"      ,"3.41"                  ,"11"                    ,"false"               ,"Merchant0"             ,"12.23"         ,"Versandfertig in 6 - 10 Werktagen"     ,"0.48"                  ,"17"                    ,"true"
"utamur menandri"                    ,"aeque in luptatum ius iudicabit animal urna nunc vocibus petentium sociis ultricies nisl usu aliquip propriae hendrerit interdum pericula audire leo tempus persius veniam"                                                                                                 ,"http://www.provider.de/product/sPzjE","http://www.provider.de/image/n51mb","HH2UFJKHGZ","5EUnU4","Category10","Merchant9"             ,"68.56"         ,"Versandfertig in 3 - 5 Wochen"         ,"2.17"                  ,"16"                    ,"true"                ,"Merchant5"             ,"67.68"         ,"Versandfertig in 6 - 10 Werktagen"     ,"3.51"                  ,"0"                     ,"true"                ,"Merchant10"            ,"120.51"        ,"Versandfertig in 4 - 5 Werktagen"      ,"2.09"                  ,"17"                    ,"true"
"eripuit inceptos mea"               ,"te varius porro unum assueverit congue potenti assueverit ferri sanctus vel novum pellentesque tempus sale nisl felis duis voluptatibus cu"                                                                                                                                 ,"http://www.provider.de/product/m4Jdv","http://www.provider.de/image/7wBO3","MWYK4G0OBQ","tf9wND","Category5" ,"Merchant20"            ,"72.73"         ,"Versandfertig in 1 - 3 Wochen"         ,"4.51"                  ,"8"                     ,"false"               ,"Merchant5"             ,"55.71"         ,"Versandfertig in 1 - 2 Werktagen"      ,"2.86"                  ,"25"                    ,"false"               ,"Merchant2"             ,"147.99"        ,"Versandfertig in 4 - 5 Werktagen"      ,"2.15"                  ,"18"                    ,"true"
"penatibus hac menandri"             ,"nisl iisque honestatis quam eloquentiam sea montes corrumpit dignissim vel recteque cursus mei platea felis perpetua habitasse bibendum legere mediocrem"                                                                                                                   ,"http://www.provider.de/product/a03uI","http://www.provider.de/image/gnLWv","XOVGPHHRHR","DYIvmU","Category27","Merchant7"             ,"60.56"         ,"Gewöhnlich versandfertig in 24 Stunden","4.66"                  ,"24"                    ,"false"               ,"Merchant10"            ,"47.37"         ,"Versandfertig in 3 - 4 Werktagen"      ,"1.52"                  ,"26"                    ,"true"                ,"Merchant24"            ,"17.02"         ,"Versandfertig in 4 - 5 Werktagen"      ,"4.61"                  ,"14"                    ,"true"
"constituto repudiare similique"     ,"possit pretium pertinax arcu dolore ut debet quaeque quas constituam vitae vocent sociosqu fringilla numquam his"                                                                                                                                                           ,"http://www.provider.de/product/oI7Ia","http://www.provider.de/image/57wMi","IIB1A2PM79","XNFsyM","Category25","Merchant25"            ,"143.07"        ,"Versandfertig in 2 - 3 Werktagen"      ,"3.98"                  ,"15"                    ,"false"               ,"Merchant15"            ,"91.18"         ,"Versandfertig in 3 - 5 Wochen"         ,"4.77"                  ,"7"                     ,"false"               ,"Merchant28"            ,"149.49"        ,"Versandfertig in 1 - 2 Werktagen"      ,"2.33"                  ,"0"                     ,"true"
"voluptaria sagittis molestiae"      ,"invenire tale legimus minim etiam dicit gubergren imperdiet consectetuer suspendisse equidem tale explicari aeque unum consectetuer indoctum option maluisset vel duis"                                                                                                     ,"http://www.provider.de/product/pnFCt","http://www.provider.de/image/sj3ec","TRQP9XUJWC","krUu8j","Category7" ,"Merchant21"            ,"98.43"         ,"Gewöhnlich versandfertig in 24 Stunden","3.08"                  ,"25"                    ,"false"               ,"Merchant14"            ,"127.62"        ,"Versandfertig in 3 - 4 Werktagen"      ,"3.12"                  ,"24"                    ,"true"                ,"Merchant8"             ,"19.06"         ,"Versandfertig in 1 - 2 Werktagen"      ,"3.36"                  ,"19"                    ,"true"
"semper reprimique efficiantur"      ,"cubilia ante enim vero his singulis mucius sanctus iriure maiorum"                                                                                                                                                                                                          ,"http://www.provider.de/product/aSJK0","http://www.provider.de/image/Htxba","1SM9IQOYUI","WsRmqQ","Category5" ,"Merchant14"            ,"67.40"         ,"Versandfertig in 1 - 2 Werktagen"      ,"0.77"                  ,"28"                    ,"true"                ,"Merchant19"            ,"40.32"         ,"Versandfertig in 1 - 2 Werktagen"      ,"1.41"                  ,"22"                    ,"true"                ,"Merchant17"            ,"14.96"         ,"Gewöhnlich versandfertig in 24 Stunden","0.49"                  ,"24"                    ,"false"
"possit mollis sit"                  ,"vituperata pericula comprehensam reque hinc sociis tacimates ubique qui vocent ridiculus volutpat mi nibh appetere convallis dictum audire quis"                                                                                                                            ,"http://www.provider.de/product/kqbEr","http://www.provider.de/image/2ml69","T99XKJ86DP","6MKlUV","Category19","Merchant7"             ,"87.91"         ,"Versandfertig in 3 - 4 Werktagen"      ,"2.78"                  ,"16"                    ,"false"               ,"Merchant9"             ,"66.23"         ,"Versandfertig in 2 - 3 Wochen"         ,"0.15"                  ,"27"                    ,"true"                ,"Merchant16"            ,"57.96"         ,"Versandfertig in 4 - 5 Werktagen"      ,"4.32"                  ,"11"                    ,"false"
"et voluptaria"                      ,"curae laudem omittantur tritani eum gloriatur invidunt putent sociosqu altera vituperatoribus regione sonet graece fermentum magnis erat nonumy molestie risus ultricies accommodare dolor"                                                                                 ,"http://www.provider.de/product/Zt6ml","http://www.provider.de/image/TPpHO","R2UVLTNNMF","1P2EFz","Category11","Merchant25"            ,"81.00"         ,"Versandfertig in 1 - 3 Wochen"         ,"1.83"                  ,"12"                    ,"false"               ,"Merchant12"            ,"77.25"         ,"Versandfertig in 1 - 3 Wochen"         ,"2.50"                  ,"21"                    ,"false"               ,"Merchant15"            ,"118.53"        ,"Versandfertig in 1 - 3 Wochen"         ,"0.99"                  ,"29"                    ,"true"
